author,download_url,volume,dl_label,dl_pwd,dl_update,novel_link,update,main,alt
上村夏树,https://raw.githubusercontent.com/ixinzhi/lightnovel-2024/master/身为爆肝上班族的我，与睽违七年重逢的美少女JK开始同居 - 上村夏树 - 20240930.epub,4,b04et07ch,c4nz,2025-06-09,https://www.wenku8.net/book/3540.htm,2025-06-09,身为爆肝上班族的我，与睽违七年重逢的美少女JK开始同居,
亚逸,https://raw.githubusercontent.com/ixinzhi/lightnovel-2024/master/被干架最强的辣妹拖着走的放学后生活 得到她们的喜爱，我也变成最强！？ - 亚逸 - 20241219.epub,3,b00g25z96f,8ua8,2025-06-09,https://www.wenku8.net/book/3636.htm,2025-06-09,被干架最强的辣妹拖着走的放学后生活 得到她们的喜爱，我也变成最强！？,
としぞう,https://raw.githubusercontent.com/ixinzhi/lightnovel-2024/master/被夹在百合之间的我，顺势劈腿了(关于被百合夹在中间的我，顺势脚踏两只船这件事) - としぞう - 20241226.epub,4,b00g2dh8oh,381s,2025-06-09,https://www.wenku8.net/book/3210.htm,2025-06-09,被夹在百合之间的我，顺势劈腿了,关于被百合夹在中间的我，顺势脚踏两只船这件事
叶月文,https://raw.githubusercontent.com/ixinzhi/lightnovel-2024/master/将告别之花束，献予天使胸膛~余命为负的我想在死前做的一件事~ - 叶月文 - 20240915.epub,2,b00g2ly80d,dv0a,2025-06-08,https://www.wenku8.net/book/3745.htm,2025-06-08,将告别之花束，献予天使胸膛~余命为负的我想在死前做的一件事~,
,,1,b00g3dreoj,cz2n,2025-06-08,https://www.wenku8.net/book/3963.htm,2025-06-08,摩卡奇诺-小学生百合短篇集-,
水泽梦,https://raw.githubusercontent.com/ixinzhi/lightnovel-2024/master/古立特宇宙 - 水泽梦 - 20241213.epub,1,b00g2fclng,8xew,2025-06-07,https://www.wenku8.net/book/3470.htm,2025-06-07,古立特宇宙,
,,1,b00g3douib,cd9u,2025-06-07,https://www.wenku8.net/book/3962.htm,2025-06-07,转生千金卡特娜在异世界追寻梦想成为刀匠！,
,,3,b00g3dm8pe,ehqb,2025-06-06,https://www.wenku8.net/book/2530.htm,2025-06-06,神域的弑神者们,
二月公,https://raw.githubusercontent.com/ixinzhi/lightnovel-2022/master/声优广播的幕前幕后(声优广播的台前幕后) - 二月公 - 20220826.epub,10,b04ewem1i,64r9,2025-06-06,https://www.wenku8.net/book/2895.htm,2025-06-06,声优广播的幕前幕后,声优广播的台前幕后
,,2,b00g2zfklg,dvng,2025-06-05,https://www.wenku8.net/book/3856.htm,2025-06-05,能够率直说出喜欢的女生无双,
雨宫和希,https://raw.githubusercontent.com/ixinzhi/lightnovel-2022/master/英雄与魔女的转生恋爱喜剧 - 雨宫和希 - 20221103.epub,2,b04ent9pa,hhks,2025-06-05,https://www.wenku8.net/book/3333.htm,2025-06-05,英雄与魔女的转生恋爱喜剧,
,,1,b00g3d8psf,ese2,2025-06-04,https://www.wenku8.net/book/3961.htm,2025-06-04,异界扫灭的战斗女仆,
,,1,b00g3d8pna,5eew,2025-06-04,https://www.wenku8.net/book/3960.htm,2025-06-04,假面骑士ZO 暗之少年,
峰守ひろかず,https://raw.githubusercontent.com/ixinzhi/lightnovel-2024/master/放课后的百物语 - 峰守ひろかず - 20240710.epub,9,b00g291uch,349a,2025-06-04,https://www.wenku8.net/book/934.htm,2025-06-04,放课后的百物语,
,,4,b04f6wi4f,b692,2025-06-03,https://www.wenku8.net/book/3606.htm,2025-06-03,毒之王 觉醒最强力量的我征服美女们，成为发情后宫之主,
丘野优,https://raw.githubusercontent.com/ixinzhi/lightnovel-2024/master/非自愿的不死冒险者 - 丘野优 - 20240212.epub,13,b04f6h6gf,5glc,2025-06-03,https://www.wenku8.net/book/2450.htm,2025-06-03,非自愿的不死冒险者,
三田诚,https://raw.githubusercontent.com/ixinzhi/lightnovel-2024/master/艾梅洛阁下II世的冒险(君主·埃尔梅罗二世的冒险) - 三田诚 - 20240517.epub,8,b00g2aghib,ffy4,2025-06-03,https://www.wenku8.net/book/2918.htm,2025-06-03,艾梅洛阁下II世的冒险,君主·埃尔梅罗二世的冒险
,,1,b00g3cwwuh,3b67,2025-06-02,https://www.wenku8.net/book/3959.htm,2025-06-02,奥特曼妹妹,
砂阿久雁,https://raw.githubusercontent.com/ixinzhi/lightnovel-2022/master/假面骑士铠武(假面骑士系列十五) - 砂阿久雁 - 20220716.epub,1,b00g3ct8sd,5ecs,2025-06-02,https://www.wenku8.net/book/3118.htm,2025-06-02,假面骑士铠武,假面骑士系列十五
,,1,b00g3cwyxc,25ox,2025-06-02,https://www.wenku8.net/book/3953.htm,2025-06-02,白银骑士团,
,,1,b00g3cwugb,1fck,2025-06-02,https://www.wenku8.net/book/3958.htm,2025-06-02,妹妹在超级战队就职,
持田冥介,https://raw.githubusercontent.com/ixinzhi/lightnovel-2022/master/我们需要死亡游戏的原因 - 持田冥介 - 20220321.epub,1,b00g3ct8ch,2c1n,2025-06-01,https://www.wenku8.net/book/3114.htm,2025-06-01,我们需要死亡游戏的原因,
福田卓郎,https://raw.githubusercontent.com/ixinzhi/lightnovel-2022/master/假面骑士Ghost~致未来的记忆~(假面骑士系列十七) - 福田卓郎 - 20220901.epub,1,b00g3ct07e,g6on,2025-06-01,https://www.wenku8.net/book/3258.htm,2025-06-01,假面骑士Ghost~致未来的记忆~,假面骑士系列十七
三上延,https://raw.githubusercontent.com/ixinzhi/lightnovel-2022/master/江之岛西浦照相馆 - 三上延 - 20220905.epub,1,b00g3csz0b,cu3f,2025-06-01,https://www.wenku8.net/book/3262.htm,2025-06-01,江之岛西浦照相馆,
冈崎琢磨,https://raw.githubusercontent.com/ixinzhi/lightnovel-2022/master/下北泽摇滚推理事件簿 - 冈崎琢磨 - 20220320.epub,1,b00g3ct71a,i3uo,2025-06-01,https://www.wenku8.net/book/3113.htm,2025-06-01,下北泽摇滚推理事件簿,
きだ つよし,https://raw.githubusercontent.com/ixinzhi/lightnovel-2022/master/假面骑士响鬼(假面骑士系列六) - きだ つよし - 20220329.epub,1,b00g3ct93e,98oc,2025-06-01,https://www.wenku8.net/book/3119.htm,2025-06-01,假面骑士响鬼,假面骑士系列六
日暮茶坊,https://raw.githubusercontent.com/ixinzhi/lightnovel-2023/master/Memories Off After Rain(秋之回忆2) - 日暮茶坊 - 20230524.epub,3,b00g3cszcd,7wzt,2025-06-01,https://www.wenku8.net/book/3264.htm,2025-06-01,Memories Off After Rain,秋之回忆2
黑田研二,https://raw.githubusercontent.com/ixinzhi/lightnovel-2022/master/作弊少女奋斗记 - 黑田研二 - 20220902.epub,1,b00g3ct13g,2jm8,2025-06-01,https://www.wenku8.net/book/3259.htm,2025-06-01,作弊少女奋斗记,
冢田英明,https://raw.githubusercontent.com/ixinzhi/lightnovel-2022/master/假面骑士Fourze~天·高·毕·业~(假面骑士系列十三) - 冢田英明 - 20220402.epub,1,b00g3ct4bc,gaby,2025-06-01,https://www.wenku8.net/book/3121.htm,2025-06-01,假面骑士Fourze~天·高·毕·业~,假面骑士系列十三
,,3,b00g2dh96f,a1zx,2025-05-31,https://www.wenku8.net/book/3673.htm,2025-05-31,转生成反派千金的哥哥,
理不尽な孙の手,https://raw.githubusercontent.com/ixinzhi/lightnovel-2024/master/半兽人英雄物语 忖度列传 - 理不尽な孙の手 - 20240405.epub,6,b04eq9tra,e29v,2025-05-31,https://www.wenku8.net/book/2966.htm,2025-05-31,半兽人英雄物语 忖度列传,
川口士,https://raw.githubusercontent.com/ixinzhi/lightnovel-2022/master/魔弹之王与冻涟的雪姬 - 川口士 - 20220726.epub,11,b00g2c3vfg,ep01,2025-05-31,https://www.wenku8.net/book/2546.htm,2025-05-31,魔弹之王与冻涟的雪姬,
たかた,https://raw.githubusercontent.com/ixinzhi/lightnovel-2024/master/我和班上第二可爱的女生成为朋友 - たかた - 20240915.epub,6,b04eb8ypc,5bfd,2025-05-31,https://www.wenku8.net/book/3496.htm,2025-05-31,我和班上第二可爱的女生成为朋友,
依空まつり,https://raw.githubusercontent.com/ixinzhi/lightnovel-2024/master/Silent Witch 沉默魔女的秘密(沉默的魔女) - 依空まつり - 20241109.epub,前日谭 下,b04ev7cze,22g9,2025-05-31,https://www.wenku8.net/book/2964.htm,2025-05-31,Silent Witch 沉默魔女的秘密,沉默的魔女
贺东招二,https://raw.githubusercontent.com/ixinzhi/lightnovel-2024/master/全金属狂潮！Family - 贺东招二 - 20240326.epub,2,b00g3co0ah,7lhb,2025-05-31,https://www.wenku8.net/book/3628.htm,2025-05-31,惊爆危机 Family,全金属狂潮！Family
纸城境介,https://raw.githubusercontent.com/ixinzhi/lightnovel-2024/master/夏洛克＋侦探学园(夏洛克+学园) - 纸城境介 - 20241213.epub,4,b00g2t8vmf,4h4w,2025-05-29,https://www.wenku8.net/book/3553.htm,2025-05-29,夏洛克＋侦探学园,夏洛克+学园
,,1,b00g3cfowj,chap,2025-05-28,https://www.wenku8.net/book/3957.htm,2025-05-28,琉卡翁,
理不尽な孙の手,https://raw.githubusercontent.com/ixinzhi/lightnovel-2024/master/无职转生～蛇足篇～ - 理不尽な孙の手 - 20241103.epub,2,b00g2no68b,3a73,2025-05-26,https://www.wenku8.net/book/3765.htm,2025-05-26,无职转生～蛇足篇～,
佐伯さん,https://raw.githubusercontent.com/ixinzhi/lightnovel-2024/master/关于我在无意间被隔壁的天使变成废柴这件事(关于邻家的天使大人不知不觉把我惯成了废人这档子事) - 佐伯さん - 20241220.epub,10,b04eof3de,dhbr,2025-05-26,https://www.wenku8.net/book/2580.htm,2025-05-26,关于我在无意间被隔壁的天使变成废柴这件事,关于邻家的天使大人不知不觉把我惯成了废人这档子事
三嶋与梦,https://raw.githubusercontent.com/ixinzhi/lightnovel-2024/master/我是星际国家的恶德领主！ - 三嶋与梦 - 20240708.epub,9,b04eb95cb,hdgu,2025-05-26,https://www.wenku8.net/book/2956.htm,2025-05-26,我是星际国家的恶德领主！,
伏见司,https://raw.githubusercontent.com/ixinzhi/lightnovel-2024/master/我的初恋太过羞耻无法对人诉说 - 伏见司 - 20240805.epub,3,b04f7mhri,9tu2,2025-05-24,https://www.wenku8.net/book/3611.htm,2025-05-24,我的初恋太过羞耻无法对人诉说,
御宫ゆう,https://raw.githubusercontent.com/ixinzhi/lightnovel-2024/master/小恶魔学妹缠上了被女友劈腿的我(被前女友绿了的我，被小恶魔后辈缠上了) - 御宫ゆう - 20240725.epub,after story,b04e6fe7g,fzmf,2025-05-24,https://www.wenku8.net/book/2725.htm,2025-05-24,小恶魔学妹缠上了被女友劈腿的我,被前女友绿了的我，被小恶魔后辈缠上了
,,2,b00g2ykbte,15v9,2025-05-23,https://www.wenku8.net/book/3852.htm,2025-05-23,直至魔女消逝,
温泉カピバラ,https://raw.githubusercontent.com/ixinzhi/lightnovel-2024/master/我不断打倒金属史莱姆，直到成为【黑钢之王】 - 温泉カピバラ - 20240728.epub,2,b00g2h6eif,i8iz,2025-05-23,https://www.wenku8.net/book/3704.htm,2025-05-23,我不断打倒金属史莱姆，直到成为【黑钢之王】,
十夜,https://raw.githubusercontent.com/ixinzhi/lightnovel-2022/master/转生了的大圣女，拼死隐瞒自己身为圣女 - 十夜 - 20220831.epub,前传ZERO 3,b00g3bzysj,6hpu,2025-05-23,https://www.wenku8.net/book/2767.htm,2025-05-23,转生后的大圣女，极力隐瞒圣女的身分,转生了的大圣女，拼死隐瞒自己身为圣女
云雀汤,https://raw.githubusercontent.com/ixinzhi/lightnovel-2024/master/转学后班上的清纯可爱美少女，竟是小时候玩在一起的哥儿们 - 云雀汤 - 20240626.epub,8,b04ei2ghc,d8mz,2025-05-23,https://www.wenku8.net/book/3065.htm,2025-05-23,转学后班上的清纯可爱美少女，竟是小时候玩在一起的哥儿们,
,,2,b00g3bud0f,6ris,2025-05-22,https://www.wenku8.net/book/3948.htm,2025-05-22,小猫料亭营业中,
,,2,b00g3bud3i,5ut7,2025-05-22,https://www.wenku8.net/book/3949.htm,2025-05-22,银座四宝堂文具店,
,,2,b00g3bx23a,82o8,2025-05-22,https://www.wenku8.net/book/3954.htm,2025-05-22,虽然店长少根筋,
米泽穗信,https://raw.githubusercontent.com/ixinzhi/lightnovel-2024/master/小市民系列 - 米泽穗信 - 20240801.epub,5,b00g2hhole,ftip,2025-05-22,https://www.wenku8.net/book/886.htm,2025-05-22,小市民系列,
香坂マト,https://raw.githubusercontent.com/ixinzhi/lightnovel-2024/master/虽然是公会的柜台小姐，但因为不想加班所以打算独自讨伐迷宫头目 - 香坂マト - 20241026.epub,8,b04e77dsj,eyli,2025-05-21,https://www.wenku8.net/book/3226.htm,2025-05-21,虽然是公会的柜台小姐，但因为不想加班所以打算独自讨伐迷宫头目,
,,1,b00g3budbg,5eyi,2025-05-21,https://www.wenku8.net/book/3951.htm,2025-05-21,奇岩馆杀人案,
川岸殴鱼,https://raw.githubusercontent.com/ixinzhi/lightnovel-2018to2020/master/人生 - 川岸殴鱼 - 20201030.epub,1,b00g3bue7i,5r5z,2025-05-21,https://www.wenku8.net/book/3952.htm,2025-05-21,人生二周目的镝木学姐,
,,1,b00g3bud6b,2uvn,2025-05-21,https://www.wenku8.net/book/3950.htm,2025-05-21,Cozy Boys：居酒屋消失之谜,
,,2,b00g2vu51c,558g,2025-05-20,https://www.wenku8.net/book/3843.htm,2025-05-20,某暗部的少女共栖,
支仓冻砂,https://raw.githubusercontent.com/ixinzhi/lightnovel-2024/master/狼与羊皮纸：狼与辛香料新说 - 支仓冻砂 - 20240525.epub,11,b04fd9ubi,av83,2025-05-20,https://www.wenku8.net/book/2151.htm,2025-05-20,狼与羊皮纸：狼与辛香料新说,
西尾维新,https://raw.githubusercontent.com/ixinzhi/lightnovel-2009to2013/master/哀川润的失败 - 西尾维新 - 20130817.epub,3,b00g3bmjoh,g9s8,2025-05-18,https://www.wenku8.net/book/1479.htm,2025-05-18,最强系列,哀川润的失败
,,1,b00g3bjoej,h4e4,2025-05-17,https://www.wenku8.net/book/3946.htm,2025-05-17,侍战队真剑者 第三次胜机,
犬甘あんず,https://raw.githubusercontent.com/ixinzhi/lightnovel-2024/master/我心爱之人的妹妹 - 犬甘あんず - 20241026.epub,2,b00g2nf9ob,hd9i,2025-05-15,https://www.wenku8.net/book/3763.htm,2025-05-15,我心爱之人的妹妹,
Y.A,https://raw.githubusercontent.com/ixinzhi/lightnovel-2024/master/八男？别闹了！ - Y.A - 20241208.epub,25,b00g2mn62d,2tfh,2025-05-14,https://www.wenku8.net/book/1943.htm,2025-05-14,八男？别闹了！,
七乌未奏,https://raw.githubusercontent.com/ixinzhi/lightnovel-2022/master/失恋后，原本冷淡的青梅竹马变得像砂糖点心一样温柔甜美 - 七乌未奏 - 20220926.epub,2,b00g33j7bg,5c42,2025-05-14,https://www.wenku8.net/book/3173.htm,2025-05-14,失恋后，原本冷淡的青梅竹马变得温柔娇甜,失恋后，原本冷淡的青梅竹马变得像砂糖点心一样温柔甜美
,,1,b00g3ayonc,2b4z,2025-05-14,https://www.wenku8.net/book/3945.htm,2025-05-14,Official Another Story Rewrite~在树叶飘摇轻语的小径~,
,,1,b00g31lfoh,2nmb,2025-05-13,https://www.wenku8.net/book/3866.htm,2025-05-13,与她女友的不纯初恋,
大森藤野,https://raw.githubusercontent.com/ixinzhi/lightnovel-2023/master/阿斯特莉亚回忆录 在地下城寻求邂逅是否搞错了什么 英雄谭 - 大森藤野 - 20230805.epub,3,b04ebygte,2b6j,2025-05-13,https://www.wenku8.net/book/3408.htm,2025-05-13,阿斯特莉亚回忆录 在地下城寻求邂逅是否搞错了什么 英雄谭,
,,1,b00g39pwbi,a6ht,2025-05-13,https://www.wenku8.net/book/3917.htm,2025-05-13,志乃与恋 Future,
彩月レイ,https://raw.githubusercontent.com/ixinzhi/lightnovel-2024/master/勇者症候群 - 彩月レイ - 20240719.epub,2,b04ef9xri,6b10,2025-05-13,https://www.wenku8.net/book/3508.htm,2025-05-13,勇者症候群,
羽田宇佐,https://raw.githubusercontent.com/ixinzhi/lightnovel-2024/master/我买下了与她的每周密会～以五千圆为借口，共度两人时光～(一周一次买同学的那些事) - 羽田宇佐 - 20241222.epub,6,b00g27hx7e,ffm6,2025-05-13,https://www.wenku8.net/book/3519.htm,2025-05-13,我买下了与她的每周密会～以五千圆为借口，共度两人时光～,一周一次买同学的那些事
入间人间,https://raw.githubusercontent.com/ixinzhi/lightnovel-2023/master/安达与岛村 - 入间人间 - 20231221.epub,SS2,b00g2um6zi,d2ic,2025-05-13,https://www.wenku8.net/book/1683.htm,2025-05-13,安达与岛村,
伏见七尾,https://raw.githubusercontent.com/ixinzhi/lightnovel-2024/master/狱门抚子在此 - 伏见七尾 - 20241222.epub,3,b04eypnbc,ccmk,2025-05-13,https://www.wenku8.net/book/3558.htm,2025-05-13,狱门抚子在此,
真藤顺丈,https://raw.githubusercontent.com/ixinzhi/lightnovel-2024/master/JOJO的奇妙冒险 无限之王 - 真藤顺丈 - 20240322.epub,1,b00g3aymli,7sug,2025-05-11,https://www.wenku8.net/book/3623.htm,2025-05-11,JOJO的奇妙冒险 无限之王,
佐城明,https://raw.githubusercontent.com/ixinzhi/lightnovel-2023/master/我和黏人JK的悠闲1.5人同居生活～和幽灵一起吃的饭格外香～ - 佐城明 - 20230403.epub,1,b00g3ayo9i,1j28,2025-05-11,https://www.wenku8.net/book/3428.htm,2025-05-11,我和黏人JK的悠闲1.5人同居生活～和幽灵一起吃的饭格外香～,
坂上秋成,https://raw.githubusercontent.com/ixinzhi/lightnovel-2023/master/Bullets - 坂上秋成 - 20230324.epub,1,b00g3ayo1a,bfhi,2025-05-11,https://www.wenku8.net/book/3426.htm,2025-05-11,Bullets,
かつび圭尚,https://raw.githubusercontent.com/ixinzhi/lightnovel-2023/master/请证明永远的爱 - かつび圭尚 - 20230312.epub,1,b00g3aynzi,bstn,2025-05-11,https://www.wenku8.net/book/3422.htm,2025-05-11,请证明永远的爱,
ぷにちゃん,https://raw.githubusercontent.com/ixinzhi/lightnovel-2023/master/我，魔王。——不知为何受到了勇者的溺爱。 - ぷにちゃん - 20230808.epub,1,b04ecdu7g,6p9x,2025-05-11,https://www.wenku8.net/book/3502.htm,2025-05-11,我，魔王。——不知为何受到了勇者的溺爱。,
橘公司,https://raw.githubusercontent.com/ixinzhi/lightnovel-2024/master/魔法侦探时崎狂三事件簿(魔术侦探·时崎狂三事件簿) - 橘公司 - 20240923.epub,1,b00g3aymcj,82sm,2025-05-11,https://www.wenku8.net/book/3674.htm,2025-05-11,魔法侦探时崎狂三事件簿,魔术侦探·时崎狂三事件簿
小太刀右京,https://raw.githubusercontent.com/ixinzhi/lightnovel-2024/master/Code Geass 亡国的阿基德 - 小太刀右京 - 20240227.epub,1,b00g3aympc,739g,2025-05-11,https://www.wenku8.net/book/3613.htm,2025-05-11,Code Geass 亡国的阿基德,
悠木りん,https://raw.githubusercontent.com/ixinzhi/lightnovel-2024/master/星美君的包装 - 悠木りん - 20240710.epub,1,b00g3ayn7a,6qvd,2025-05-11,https://www.wenku8.net/book/3455.htm,2025-05-11,星美君的包装,
夏乃实,https://raw.githubusercontent.com/ixinzhi/lightnovel-2024/master/贵族千金只愿意亲近我(贵族千金，只与我亲近) - 夏乃实 - 20240927.epub,3,b00g2bvujg,9fff,2025-05-11,https://www.wenku8.net/book/3657.htm,2025-05-11,贵族千金只愿意亲近我,贵族千金，只与我亲近
绫里惠史,https://raw.githubusercontent.com/ixinzhi/lightnovel-2023/master/吃人鬼的新娘 - 绫里惠史 - 20231221.epub,1,b00g3aymxa,cgyg,2025-05-11,https://www.wenku8.net/book/3570.htm,2025-05-11,吃人鬼的新娘,
入江君人,https://raw.githubusercontent.com/ixinzhi/lightnovel-2024/master/蜘蛛与制服 - 入江君人 - 20240728.epub,1,b00g3auy1g,21xs,2025-05-10,https://www.wenku8.net/book/3703.htm,2025-05-10,蜘蛛与制服,
,,1,b00g3auouf,8gfp,2025-05-10,https://www.wenku8.net/book/3834.htm,2025-05-10,一切从那时开始,
,,1,b00g3auolg,70tf,2025-05-10,https://www.wenku8.net/book/3944.htm,2025-05-10,第二代圣女无法战斗,
坂石游作,https://raw.githubusercontent.com/ixinzhi/lightnovel-2024/master/才女的侍从(才女的近侍) - 坂石游作 - 20241025.epub,9,b04envm3i,fc9x,2025-05-10,https://www.wenku8.net/book/2967.htm,2025-05-10,才女的侍从,才女的近侍
有象利路,https://raw.githubusercontent.com/ixinzhi/lightnovel-2024/master/和组织的宿敌婚后生活超甜 - 有象利路 - 20241218.epub,1,b00g3auopa,3y2s,2025-05-10,https://www.wenku8.net/book/3825.htm,2025-05-10,与组织宿敌的甜蜜婚后生活,和组织的宿敌婚后生活超甜
望公太,https://raw.githubusercontent.com/ixinzhi/lightnovel-2024/master/小鸟游酱过于喜爱腰斩漫画 - 望公太 - 20240625.epub,1,b00g3auv5c,3euw,2025-05-10,https://www.wenku8.net/book/3680.htm,2025-05-10,小鸟游酱过于喜爱腰斩漫画,
江口连,https://raw.githubusercontent.com/ixinzhi/lightnovel-2024/master/拥有超常技能的异世界流浪美食家 - 江口连 - 20240423.epub,15,b04evzzgb,h3d5,2025-05-09,https://www.wenku8.net/book/2402.htm,2025-05-09,拥有超常技能的异世界流浪美食家,
いのり。,https://raw.githubusercontent.com/ixinzhi/lightnovel-2024/master/想要成为勇者的少女，与理应成为勇者的她 - いのり。 - 20241031.epub,1,b00g3aqz6d,eg6l,2025-05-09,https://www.wenku8.net/book/3785.htm,2025-05-09,想成为勇者的少女，与注定成为勇者的她,想要成为勇者的少女，与理应成为勇者的她
,,1,b00g3ar02f,cnn5,2025-05-09,https://www.wenku8.net/book/3942.htm,2025-05-09,成为阳光系的我专属的青春至上主义,
,,1,b00g3anwta,9289,2025-05-08,https://www.wenku8.net/book/3941.htm,2025-05-08,ULTRAMAN SUIT ANOTHER UNIVERSE,机动奥特曼新异时空
,,1,b00g3a6cuj,anjd,2025-05-08,https://www.wenku8.net/book/3925.htm,2025-05-08,福尔摩斯凯旋归来,
司,https://raw.githubusercontent.com/ixinzhi/lightnovel-2014to2017/master/RIGHT×LIGHT - 司 - 20150813.epub,12,b00g3anx5c,2j8n,2025-05-08,https://www.wenku8.net/book/503.htm,2025-05-08,RIGHT×LIGHT,
,,1,b00g3ak2jc,9a6q,2025-05-07,https://www.wenku8.net/book/3939.htm,2025-05-07,关于污秽之地的圣地巡礼,
